"area_code","item_code","Area","Item","share","category"
520,2532,"Nauru","Cassava and products",0.00250920662403495,"starch"
124,2511,"Canada","Wheat and products",0.151824314094908,"starch"
188,2511,"Costa Rica","Wheat and products",0.113385548785272,"starch"
308,2511,"Grenada","Wheat and products",0.136261435735042,"starch"
152,2511,"Chile","Wheat and products",0.286531143468724,"starch"
214,2511,"Dominican Republic","Wheat and products",0.0835887805173563,"starch"
352,2511,"Iceland","Wheat and products",0.183574331296354,"starch"
170,2511,"Colombia","Wheat and products",0.0788960571181584,"starch"
156,2511,"China, mainland","Wheat and products",0.181495863103764,"starch"
584,2520,"Marshall Islands","Cereals, other",0.00116089435550133,"starch"
462,2511,"Maldives","Wheat and products",0.184232365145228,"starch"
191,2511,"Croatia","Wheat and products",0.237114837407217,"starch"
776,2520,"Tonga","Cereals, other",0.000265134480235735,"starch"
208,2511,"Denmark","Wheat and products",0.184499769676583,"starch"
418,2511,"Lao People's Democratic Republic","Wheat and products",0.010884457058602,"starch"
414,2511,"Kuwait","Wheat and products",0.233525267776028,"starch"
748,2511,"Eswatini","Wheat and products",0.115668304012806,"starch"
246,2511,"Finland","Wheat and products",0.205896265031746,"starch"
678,2511,"Sao Tome and Principe","Wheat and products",0.156749058650276,"starch"
218,2511,"Ecuador","Wheat and products",0.12840779536777,"starch"
659,2511,"Saint Kitts and Nevis","Wheat and products",0.14200498639101,"starch"
356,2511,"India","Wheat and products",0.211816420522468,"starch"
203,2511,"Czechia","Wheat and products",0.167705500319527,"starch"
360,2511,"Indonesia","Wheat and products",0.071250758536989,"starch"
388,2511,"Jamaica","Wheat and products",0.182462531150504,"starch"
231,2511,"Ethiopia","Wheat and products",0.188100926291588,"starch"
368,2511,"Iraq","Wheat and products",0.400123167518758,"starch"
882,2511,"Samoa","Wheat and products",0.171802456496172,"starch"
250,2511,"France","Wheat and products",0.2120247705789,"starch"
583,2532,"Micronesia (Federated States of)","Cassava and products",0.0918117687011824,"starch"
196,2511,"Cyprus","Wheat and products",0.213391993398964,"starch"
233,2511,"Estonia","Wheat and products",0.105699548520286,"starch"
626,2511,"Timor-Leste","Wheat and products",0.086316773920595,"starch"
268,2511,"Georgia","Wheat and products",0.299258029577593,"starch"
364,2511,"Iran (Islamic Republic of)","Wheat and products",0.419809647053913,"starch"
426,2511,"Lesotho","Wheat and products",0.116708224066033,"starch"
818,2511,"Egypt","Wheat and products",0.339025241814514,"starch"
458,2511,"Malaysia","Wheat and products",0.103246804576527,"starch"
478,2511,"Mauritania","Wheat and products",0.29415274874618,"starch"
376,2511,"Israel","Wheat and products",0.214998837858561,"starch"
634,2517,"Qatar","Millet and products",0.00152967602645623,"starch"
598,2511,"Papua New Guinea","Wheat and products",0.116130637750752,"starch"
558,2511,"Nicaragua","Wheat and products",0.0899496088828992,"starch"
340,2511,"Honduras","Wheat and products",0.0782034681103678,"starch"
276,2511,"Germany","Wheat and products",0.156165918330971,"starch"
434,2511,"Libya","Wheat and products",0.243911119254676,"starch"
300,2511,"Greece","Wheat and products",0.233593488120982,"starch"
400,2511,"Jordan","Wheat and products",0.296286122404131,"starch"
608,2511,"Philippines","Wheat and products",0.109966745012592,"starch"
422,2511,"Lebanon","Wheat and products",0.329450980113737,"starch"
480,2511,"Mauritius","Wheat and products",0.274149370771669,"starch"
348,2511,"Hungary","Wheat and products",0.255866189442832,"starch"
798,2532,"Tuvalu","Cassava and products",0.00288487886279738,"starch"
320,2511,"Guatemala","Wheat and products",0.104819610290155,"starch"
398,2511,"Kazakhstan","Wheat and products",0.231969485712454,"starch"
690,2511,"Seychelles","Wheat and products",0.204707626725975,"starch"
372,2511,"Ireland","Wheat and products",0.167748516320475,"starch"
591,2511,"Panama","Wheat and products",0.108616099505017,"starch"
417,2511,"Kyrgyzstan","Wheat and products",0.279809180551821,"starch"
662,2511,"Saint Lucia","Wheat and products",0.215483304377709,"starch"
454,2511,"Malawi","Wheat and products",0.0160730795974662,"starch"
694,2511,"Sierra Leone","Wheat and products",0.0249856889287906,"starch"
380,2511,"Italy","Wheat and products",0.255024260572966,"starch"
520,2531,"Nauru","Potatoes and products",0.00363530609277301,"starch"
442,2511,"Luxembourg","Wheat and products",0.250337501415329,"starch"
450,2511,"Madagascar","Wheat and products",0.0375699440447642,"starch"
446,2807,"China, Macao SAR","Rice and products",0.144714973649445,"starch"
496,2511,"Mongolia","Wheat and products",0.244000770451843,"starch"
499,2511,"Montenegro","Wheat and products",0.294845360824742,"starch"
484,2511,"Mexico","Wheat and products",0.0677847109163646,"starch"
504,2511,"Morocco","Wheat and products",0.406000751659916,"starch"
562,2511,"Niger","Wheat and products",0.0124716125576237,"starch"
428,2511,"Latvia","Wheat and products",0.162398352598115,"starch"
104,2511,"Myanmar","Wheat and products",0.0191351782484226,"starch"
516,2511,"Namibia","Wheat and products",0.177842861605748,"starch"
600,2511,"Paraguay","Wheat and products",0.106953620723491,"starch"
508,2511,"Mozambique","Wheat and products",0.0754390383514597,"starch"
440,2511,"Lithuania","Wheat and products",0.183146504050459,"starch"
404,2511,"Kenya","Wheat and products",0.0886345724265614,"starch"
740,2511,"Suriname","Wheat and products",0.179454997465666,"starch"
807,2511,"North Macedonia","Wheat and products",0.224482164907216,"starch"
686,2511,"Senegal","Wheat and products",0.120016865183936,"starch"
578,2511,"Norway","Wheat and products",0.273717997662412,"starch"
548,2511,"Vanuatu","Wheat and products",0.158609937707842,"starch"
566,2511,"Nigeria","Wheat and products",0.0593612856951822,"starch"
470,2511,"Malta","Wheat and products",0.264442609995917,"starch"
604,2511,"Peru","Wheat and products",0.130889865832544,"starch"
512,2511,"Oman","Wheat and products",0.13750121954912,"starch"
144,2511,"Sri Lanka","Wheat and products",0.100863712843522,"starch"
554,2511,"New Zealand","Wheat and products",0.242213323672458,"starch"
682,2511,"Saudi Arabia","Wheat and products",0.26284864631814,"starch"
498,2511,"Republic of Moldova","Wheat and products",0.270286706624051,"starch"
646,2511,"Rwanda","Wheat and products",0.0505403885799962,"starch"
583,2531,"Micronesia (Federated States of)","Potatoes and products",3.85909666265321e-05,"starch"
795,2511,"Turkmenistan","Wheat and products",0.430891735601852,"starch"
528,2511,"Netherlands (Kingdom of the)","Wheat and products",0.1475454283242,"starch"
410,2511,"Republic of Korea","Wheat and products",0.113376186103459,"starch"
670,2511,"Saint Vincent and the Grenadines","Wheat and products",0.191987312047744,"starch"
586,2511,"Pakistan","Wheat and products",0.37722044741145,"starch"
540,2511,"New Caledonia","Wheat and products",0.278025576505464,"starch"
760,2511,"Syrian Arab Republic","Wheat and products",0.507468182039987,"starch"
616,2511,"Poland","Wheat and products",0.204456681134438,"starch"
620,2511,"Portugal","Wheat and products",0.20130144511113,"starch"
524,2511,"Nepal","Wheat and products",0.143847700745806,"starch"
703,2511,"Slovakia","Wheat and products",0.225203495110406,"starch"
788,2511,"Tunisia","Wheat and products",0.429995656521194,"starch"
710,2511,"South Africa","Wheat and products",0.160844404354911,"starch"
642,2511,"Romania","Wheat and products",0.268873534107801,"starch"
643,2511,"Russian Federation","Wheat and products",0.285355081584289,"starch"
634,2518,"Qatar","Sorghum and products",0.000442391030054551,"starch"
704,2511,"Viet Nam","Wheat and products",0.0344361457968647,"starch"
784,2511,"United Arab Emirates","Wheat and products",0.273290850898186,"starch"
705,2511,"Slovenia","Wheat and products",0.258796141495328,"starch"
762,2511,"Tajikistan","Wheat and products",0.42022241472498,"starch"
688,2511,"Serbia","Wheat and products",0.445196668101792,"starch"
764,2511,"Thailand","Wheat and products",0.0487382891165397,"starch"
756,2511,"Switzerland","Wheat and products",0.233391662560014,"starch"
798,2531,"Tuvalu","Potatoes and products",0.00267551732312798,"starch"
780,2511,"Trinidad and Tobago","Wheat and products",0.208846813025382,"starch"
887,2511,"Yemen","Wheat and products",0.325050622728912,"starch"
858,2511,"Uruguay","Wheat and products",0.235386486584613,"starch"
716,2511,"Zimbabwe","Wheat and products",0.103818705710887,"starch"
520,2533,"Nauru","Sweet potatoes",0.000185992404746526,"starch"
834,2511,"United Republic of Tanzania","Wheat and products",0.0395899611170025,"starch"
296,2807,"Kiribati","Rice and products",0.206633671013168,"starch"
860,2511,"Uzbekistan","Wheat and products",0.34250444988488,"starch"
724,2511,"Spain","Wheat and products",0.191861704647747,"starch"
752,2511,"Sweden","Wheat and products",0.21486697684445,"starch"
792,2511,"Türkiye","Wheat and products",0.306626397635265,"starch"
800,2511,"Uganda","Wheat and products",0.0449001750723857,"starch"
840,2511,"United States of America","Wheat and products",0.151849242869595,"starch"
804,2511,"Ukraine","Wheat and products",0.257105001418307,"starch"
262,2807,"Djibouti","Rice and products",0.192317343090515,"starch"
862,2511,"Venezuela (Bolivarian Republic of)","Wheat and products",0.119200202297522,"starch"
826,2511,"United Kingdom of Great Britain and Northern Ireland","Wheat and products",0.246608027618874,"starch"
584,2532,"Marshall Islands","Cassava and products",0.000342354903767149,"starch"
174,2807,"Comoros","Rice and products",0.284367103775052,"starch"
894,2511,"Zambia","Wheat and products",0.0335734404580505,"starch"
798,2533,"Tuvalu","Sweet potatoes",0,"starch"
583,2533,"Micronesia (Federated States of)","Sweet potatoes",0.0262572936926924,"starch"
624,2807,"Guinea-Bissau","Rice and products",0.444018239818384,"starch"
776,2532,"Tonga","Cassava and products",0.00143642477899866,"starch"
132,2807,"Cabo Verde","Rice and products",0.204534961268147,"starch"
112,2807,"Belarus","Rice and products",0.000394128960181122,"starch"
634,2520,"Qatar","Cereals, other",0.00348928136381054,"starch"
520,2534,"Nauru","Roots, Other",0.000294206167508141,"starch"
462,2807,"Maldives","Rice and products",0.179846967908942,"starch"
678,2807,"Sao Tome and Principe","Rice and products",0.181312334106401,"starch"
266,2807,"Gabon","Rice and products",0.149211485545466,"starch"
258,2807,"French Polynesia","Rice and products",0.107722212045348,"starch"
308,2807,"Grenada","Rice and products",0.0382116985538353,"starch"
178,2807,"Congo","Rice and products",0.050999339279815,"starch"
414,2807,"Kuwait","Rice and products",0.144804352956771,"starch"
583,2534,"Micronesia (Federated States of)","Roots, Other",0,"starch"
854,2807,"Burkina Faso","Rice and products",0.119339082625438,"starch"
332,2807,"Haiti","Rice and products",0.263745044408249,"starch"
584,2531,"Marshall Islands","Potatoes and products",0.00283532106665339,"starch"
352,2807,"Iceland","Rice and products",0.0115856070686588,"starch"
324,2807,"Guinea","Rice and products",0.328811090273547,"starch"
191,2807,"Croatia","Rice and products",0.0089338287547461,"starch"
384,2807,"Côte d'Ivoire","Rice and products",0.23540510165855,"starch"
426,2807,"Lesotho","Rice and products",0.0220540819397274,"starch"
124,2807,"Canada","Rice and products",0.0403328455038382,"starch"
270,2807,"Gambia","Rice and products",0.370867309739111,"starch"
180,2807,"Democratic Republic of the Congo","Rice and products",0.0509597477092697,"starch"
798,2534,"Tuvalu","Roots, Other",0.0108652481396072,"starch"
659,2807,"Saint Kitts and Nevis","Rice and products",0.0899050585436595,"starch"
430,2807,"Liberia","Rice and products",0.504389206083228,"starch"
268,2807,"Georgia","Rice and products",0.0100042851406842,"starch"
120,2807,"Cameroon","Rice and products",0.0950082683431207,"starch"
222,2807,"El Salvador","Rice and products",0.0350935189212701,"starch"
446,2513,"China, Macao SAR","Barley and products",3.19615892722701e-05,"starch"
208,2807,"Denmark","Rice and products",0.013342689106238,"starch"
246,2807,"Finland","Rice and products",0.0183928538941547,"starch"
116,2807,"Cambodia","Rice and products",0.57535141329259,"starch"
882,2807,"Samoa","Rice and products",0.122163867928502,"starch"
203,2807,"Czechia","Rice and products",0.0134320150994992,"starch"
376,2807,"Israel","Rice and products",0.0491278596026278,"starch"
776,2531,"Tonga","Potatoes and products",0.00786677495788054,"starch"
496,2807,"Mongolia","Rice and products",0.0490033939732069,"starch"
100,2807,"Bulgaria","Rice and products",0.00922559124921117,"starch"
422,2807,"Lebanon","Rice and products",0.0319202561572158,"starch"
344,2807,"China, Hong Kong SAR","Rice and products",0.120076654847205,"starch"
288,2807,"Ghana","Rice and products",0.109822994379807,"starch"
434,2807,"Libya","Rice and products",0.0389963213012164,"starch"
233,2807,"Estonia","Rice and products",0.00777990823383831,"starch"
400,2807,"Jordan","Rice and products",0.0785549468661215,"starch"
499,2807,"Montenegro","Rice and products",0.00647812761214823,"starch"
328,2807,"Guyana","Rice and products",0.177188787398497,"starch"
242,2807,"Fiji","Rice and products",0.12771062007043,"starch"
231,2807,"Ethiopia","Rice and products",0.0204534879629014,"starch"
196,2807,"Cyprus","Rice and products",0.0209874523416605,"starch"
276,2807,"Germany","Rice and products",0.0105700648746219,"starch"
690,2807,"Seychelles","Rice and products",0.101808487129588,"starch"
152,2807,"Chile","Rice and products",0.0239753177770143,"starch"
478,2807,"Mauritania","Rice and products",0.157291472643611,"starch"
188,2807,"Costa Rica","Rice and products",0.14060252621669,"starch"
170,2807,"Colombia","Rice and products",0.0869130901115789,"starch"
156,2807,"China, mainland","Rice and products",0.243386213371379,"starch"
626,2807,"Timor-Leste","Rice and products",0.34491081965753,"starch"
428,2807,"Latvia","Rice and products",0.00822799080100408,"starch"
442,2807,"Luxembourg","Rice and products",0.0166674892507614,"starch"
516,2807,"Namibia","Rice and products",0.0295766947828803,"starch"
372,2807,"Ireland","Rice and products",0.0126937026046818,"starch"
584,2533,"Marshall Islands","Sweet potatoes",0.000333017951846227,"starch"
214,2807,"Dominican Republic","Rice and products",0.135806021687769,"starch"
748,2807,"Eswatini","Rice and products",0.0986134869195398,"starch"
368,2807,"Iraq","Rice and products",0.173108668005233,"starch"
440,2807,"Lithuania","Rice and products",0.010809194989986,"starch"
520,2536,"Nauru","Sugar cane",0,"vegetal_products"
578,2807,"Norway","Rice and products",0.0136349486964132,"starch"
548,2807,"Vanuatu","Rice and products",0.19704302376228,"starch"
662,2807,"Saint Lucia","Rice and products",0.066488478206915,"starch"
218,2807,"Ecuador","Rice and products",0.162166298118491,"starch"
598,2807,"Papua New Guinea","Rice and products",0.139730042350816,"starch"
418,2807,"Lao People's Democratic Republic","Rice and products",0.443079668530313,"starch"
356,2807,"India","Rice and products",0.242114454241912,"starch"
558,2807,"Nicaragua","Rice and products",0.194767527026631,"starch"
360,2807,"Indonesia","Rice and products",0.389525983339769,"starch"
250,2807,"France","Rice and products",0.0186066836863773,"starch"
512,2807,"Oman","Rice and products",0.115283557786443,"starch"
388,2807,"Jamaica","Rice and products",0.0804124220796182,"starch"
364,2807,"Iran (Islamic Republic of)","Rice and products",0.0721650560414101,"starch"
498,2807,"Republic of Moldova","Rice and products",0.010304680690042,"starch"
458,2807,"Malaysia","Rice and products",0.240759134322921,"starch"
540,2807,"New Caledonia","Rice and products",0.0648305815035676,"starch"
296,2513,"Kiribati","Barley and products",0.00291876375712796,"starch"
398,2807,"Kazakhstan","Rice and products",0.0220170841546869,"starch"
262,2513,"Djibouti","Barley and products",0,"starch"
600,2807,"Paraguay","Rice and products",0.00918754497285275,"starch"
348,2807,"Hungary","Rice and products",0.0127751317532339,"starch"
788,2807,"Tunisia","Rice and products",0.00407820593919713,"starch"
591,2807,"Panama","Rice and products",0.206152913689109,"starch"
454,2807,"Malawi","Rice and products",0.0153853794958394,"starch"
688,2807,"Serbia","Rice and products",0.00438529778002356,"starch"
470,2807,"Malta","Rice and products",0.0270652969015773,"starch"
480,2807,"Mauritius","Rice and products",0.107299172712863,"starch"
528,2807,"Netherlands (Kingdom of the)","Rice and products",0.00459186616671474,"starch"
300,2807,"Greece","Rice and products",0.0113643442586478,"starch"
818,2807,"Egypt","Rice and products",0.102764702839704,"starch"
608,2807,"Philippines","Rice and products",0.421326231762716,"starch"
562,2807,"Niger","Rice and products",0.0945405572615265,"starch"
320,2807,"Guatemala","Rice and products",0.0241122330317384,"starch"
340,2807,"Honduras","Rice and products",0.0431227594262594,"starch"
504,2807,"Morocco","Rice and products",0.00739430528130574,"starch"
703,2807,"Slovakia","Rice and products",0.00958434255038247,"starch"
417,2807,"Kyrgyzstan","Rice and products",0.0190092793768212,"starch"
776,2533,"Tonga","Sweet potatoes",0.0248286694276451,"starch"
566,2807,"Nigeria","Rice and products",0.0863492140677615,"starch"
694,2807,"Sierra Leone","Rice and products",0.468608304951425,"starch"
795,2807,"Turkmenistan","Rice and products",0.0218897368963874,"starch"
174,2513,"Comoros","Barley and products",2.94301894883772e-05,"starch"
756,2807,"Switzerland","Rice and products",0.00796739858534412,"starch"
554,2807,"New Zealand","Rice and products",0.0334935286027104,"starch"
887,2807,"Yemen","Rice and products",0.072364150786386,"starch"
450,2807,"Madagascar","Rice and products",0.579445304515881,"starch"
380,2807,"Italy","Rice and products",0.0168382788604737,"starch"
104,2807,"Myanmar","Rice and products",0.582081155374514,"starch"
807,2807,"North Macedonia","Rice and products",0.00684359727995269,"starch"
670,2807,"Saint Vincent and the Grenadines","Rice and products",0.0440215886601427,"starch"
760,2807,"Syrian Arab Republic","Rice and products",0.0363183880970442,"starch"
484,2807,"Mexico","Rice and products",0.0166435674125002,"starch"
583,2542,"Micronesia (Federated States of)","Sugar (Raw Equivalent)",0.0840974344725387,"vegetal_products"
784,2807,"United Arab Emirates","Rice and products",0.0885018694193747,"starch"
682,2807,"Saudi Arabia","Rice and products",0.0899985628530683,"starch"
616,2807,"Poland","Rice and products",0.00618477104015141,"starch"
508,2807,"Mozambique","Rice and products",0.115851173440183,"starch"
584,2535,"Marshall Islands","Yams",4.97970769115853e-05,"starch"
705,2807,"Slovenia","Rice and products",0.0117944317916559,"starch"
740,2807,"Suriname","Rice and products",0.231593895070519,"starch"
624,2513,"Guinea-Bissau","Barley and products",0.00282599761238429,"starch"
646,2807,"Rwanda","Rice and products",0.069398804689615,"starch"
686,2807,"Senegal","Rice and products",0.278563648501458,"starch"
404,2807,"Kenya","Rice and products",0.0858271425306975,"starch"
604,2807,"Peru","Rice and products",0.163099318118663,"starch"
144,2807,"Sri Lanka","Rice and products",0.439442886520845,"starch"
634,2532,"Qatar","Cassava and products",0.00100316839209553,"starch"
798,2542,"Tuvalu","Sugar (Raw Equivalent)",0.156891843212838,"vegetal_products"
752,2807,"Sweden","Rice and products",0.0191974898353902,"starch"
620,2807,"Portugal","Rice and products",0.0408912927124708,"starch"
762,2807,"Tajikistan","Rice and products",0.0449197781775912,"starch"
642,2807,"Romania","Rice and products",0.00625447337994824,"starch"
643,2807,"Russian Federation","Rice and products",0.0154607613021737,"starch"
410,2807,"Republic of Korea","Rice and products",0.169868963808358,"starch"
586,2807,"Pakistan","Rice and products",0.0268860624530051,"starch"
704,2807,"Viet Nam","Rice and products",0.429882911269304,"starch"
710,2807,"South Africa","Rice and products",0.0563072343047621,"starch"
858,2807,"Uruguay","Rice and products",0.0274631182756659,"starch"
716,2807,"Zimbabwe","Rice and products",0.0508309181981137,"starch"
826,2807,"United Kingdom of Great Britain and Northern Ireland","Rice and products",0.0237393881194068,"starch"
266,2513,"Gabon","Barley and products",0,"starch"
834,2807,"United Republic of Tanzania","Rice and products",0.118682505828478,"starch"
524,2807,"Nepal","Rice and products",0.28821955539416,"starch"
764,2807,"Thailand","Rice and products",0.40534804307854,"starch"
270,2513,"Gambia","Barley and products",0.00222086270040143,"starch"
860,2807,"Uzbekistan","Rice and products",0.0235798336684669,"starch"
792,2807,"Türkiye","Rice and products",0.0225960673435291,"starch"
462,2513,"Maldives","Barley and products",2.28406106056569e-05,"starch"
132,2513,"Cabo Verde","Barley and products",0,"starch"
862,2807,"Venezuela (Bolivarian Republic of)","Rice and products",0.0981142980998483,"starch"
804,2807,"Ukraine","Rice and products",0.00706999256735165,"starch"
800,2807,"Uganda","Rice and products",0.0381708302471214,"starch"
332,2513,"Haiti","Barley and products",0.00239200139319996,"starch"
583,2543,"Micronesia (Federated States of)","Sweeteners, Other",0.0140702664320336,"vegetal_products"
520,2542,"Nauru","Sugar (Raw Equivalent)",0.128747324245632,"vegetal_products"
678,2513,"Sao Tome and Principe","Barley and products",0.0207229213146268,"starch"
724,2807,"Spain","Rice and products",0.018406215947316,"starch"
776,2535,"Tonga","Yams",0.0222947892684302,"starch"
324,2513,"Guinea","Barley and products",3.40359487690899e-06,"starch"
780,2807,"Trinidad and Tobago","Rice and products",0.0595874479719253,"starch"
626,2513,"Timor-Leste","Barley and products",0.00155870760871986,"starch"
659,2513,"Saint Kitts and Nevis","Barley and products",0.0145876940441917,"starch"
840,2807,"United States of America","Rice and products",0.0237021345604184,"starch"
894,2807,"Zambia","Rice and products",0.0141155284665466,"starch"
584,2534,"Marshall Islands","Roots, Other",6.22463461394816e-05,"starch"
854,2513,"Burkina Faso","Barley and products",0.00132068632623105,"starch"
178,2513,"Congo","Barley and products",0,"starch"
384,2513,"Côte d'Ivoire","Barley and products",0,"starch"
798,2543,"Tuvalu","Sweeteners, Other",0.00429499040939417,"vegetal_products"
446,2514,"China, Macao SAR","Maize and products",0.0016726565052488,"starch"
308,2513,"Grenada","Barley and products",0.0173071182136636,"starch"
430,2513,"Liberia","Barley and products",0.00178863089718667,"starch"
258,2513,"French Polynesia","Barley and products",0,"starch"
882,2513,"Samoa","Barley and products",2.91591473865304e-05,"starch"
634,2531,"Qatar","Potatoes and products",0.0177267955000732,"starch"
222,2513,"El Salvador","Barley and products",0,"starch"
414,2513,"Kuwait","Barley and products",6.46606769326268e-06,"starch"
288,2513,"Ghana","Barley and products",0,"starch"
120,2513,"Cameroon","Barley and products",0,"starch"
116,2513,"Cambodia","Barley and products",0,"starch"
112,2513,"Belarus","Barley and products",0.017107567572373,"starch"
583,2745,"Micronesia (Federated States of)","Honey",7.71819332530641e-06,"vegetal_products"
180,2513,"Democratic Republic of the Congo","Barley and products",0.000730053884929602,"starch"
690,2513,"Seychelles","Barley and products",1.425689499084e-05,"starch"
352,2513,"Iceland","Barley and products",0.0696906908485323,"starch"
520,2543,"Nauru","Sweeteners, Other",0.018355759508439,"vegetal_products"
344,2513,"China, Hong Kong SAR","Barley and products",0.000106669413097533,"starch"
548,2513,"Vanuatu","Barley and products",0.00215015106366798,"starch"
426,2513,"Lesotho","Barley and products",0.000360044710029664,"starch"
328,2513,"Guyana","Barley and products",6.10774676060381e-06,"starch"
124,2513,"Canada","Barley and products",0.000549509086525252,"starch"
242,2513,"Fiji","Barley and products",0,"starch"
748,2513,"Eswatini","Barley and products",0,"starch"
776,2534,"Tonga","Roots, Other",0.0290070545908539,"starch"
798,2745,"Tuvalu","Honey",0.00139163846956714,"vegetal_products"
191,2513,"Croatia","Barley and products",0.00133137253195729,"starch"
296,2514,"Kiribati","Maize and products",0.000119067540257701,"starch"
598,2513,"Papua New Guinea","Barley and products",1.84334345636115e-05,"starch"
478,2513,"Mauritania","Barley and products",0.0128969280545265,"starch"
434,2513,"Libya","Barley and products",0.0195703956363021,"starch"
214,2513,"Dominican Republic","Barley and products",0.000190828133519113,"starch"
188,2513,"Costa Rica","Barley and products",0,"starch"
516,2513,"Namibia","Barley and products",0.000191346454233052,"starch"
558,2513,"Nicaragua","Barley and products",0,"starch"
360,2513,"Indonesia","Barley and products",0.000603381695812876,"starch"
268,2513,"Georgia","Barley and products",0.0133784116636806,"starch"
418,2513,"Lao People's Democratic Republic","Barley and products",0.00633450088119804,"starch"
496,2513,"Mongolia","Barley and products",6.641826236542e-06,"starch"
422,2513,"Lebanon","Barley and products",0.0075682813753541,"starch"
246,2513,"Finland","Barley and products",0.0466097840522495,"starch"
208,2513,"Denmark","Barley and products",5.35635853321478e-06,"starch"
458,2513,"Malaysia","Barley and products",0.000697683210580039,"starch"
454,2513,"Malawi","Barley and products",0,"starch"
400,2513,"Jordan","Barley and products",0.00390851868711445,"starch"
376,2513,"Israel","Barley and products",0.000138922654811933,"starch"
600,2513,"Paraguay","Barley and products",0.000804605220121672,"starch"
233,2513,"Estonia","Barley and products",0.0101536991319583,"starch"
