iso3_1,iso3_2,climate_similarity
ABW,VAT,0
ABW,VCT,0
ABW,VEN,2.6841742034509
ABW,VGB,0
ABW,VIR,0
ABW,VNM,0
ABW,VUT,0
ABW,WLF,0
ABW,WSM,0
ABW,YEM,1.3091701925252
ABW,ZAF,20.1058645976767
ABW,ZMB,7.1170879487406
ABW,ZWE,65.6979295032283
AFG,AGO,9.58029461275886
AFG,AIA,0
AFG,ALA,0.0625527092787632
AFG,ALB,6.62178692964047
AFG,AND,0.0704073836775659
AFG,ARE,27.3026840798358
AFG,ARG,29.0927136591613
AFG,ARM,26.0356089707745
AFG,ASM,0
AFG,ATA,0.140207466963265
AFG,ATF,4.69490703100261
AFG,ATG,0
AFG,AUS,41.2981075383769
AFG,AUT,5.17726130911532
AFG,AZE,30.6240679129103
AFG,BDI,0
AFG,BEL,0
AFG,BEN,4.11579440371983
AFG,BFA,9.16458783550368
AFG,BGD,0
AFG,BGR,5.42803323343011
AFG,BHR,27.3026840798358
AFG,BHS,2.02715427810961
AFG,BIH,2.63701377443371
AFG,BLM,0
AFG,BLR,0.0625527092787632
AFG,BLZ,0
AFG,BMU,0.411946894435146
AFG,BOL,18.5596516761377
AFG,BRA,6.33481166531805
AFG,BRB,0
AFG,BRN,0
AFG,BTN,4.7039804617137
AFG,BWA,32.8491489471519
AFG,CAF,1.83067082174418
AFG,CAN,11.5699594919532
AFG,CHE,5.17726130911532
AFG,CHL,18.2325647235713
AFG,CHN,17.2992894007513
AFG,CIV,0
AFG,CMR,5.33368396526603
AFG,COD,0.0139264599642978
AFG,COG,0
AFG,COK,0
AFG,COL,2.31908876704963
AFG,COM,0
AFG,CPV,31.5155039651331
AFG,CRI,0
AFG,CUB,0.0494392925830597
AFG,CUW,4.39215620577443
AFG,CYM,0
AFG,CYP,10.6252068273934
AFG,CZE,0.0704073836775659
AFG,DEU,0.0704073836775659
AFG,DJI,27.3026840798358
AFG,DMA,0
AFG,DNK,0
AFG,DOM,5.02849529413278
AFG,DZA,35.5806627775641
AFG,ECU,10.2260021810364
AFG,EGY,27.7949647152951
AFG,ERI,34.9873361725189
AFG,ESH,27.3026840798358
AFG,ESP,31.8138145685798
AFG,EST,0.0625527092787632
AFG,ETH,32.2512137524035
AFG,FIN,0.13409277238237
AFG,FJI,0
AFG,FLK,4.69490703100261
AFG,FRO,4.69490703100261
AFG,FSM,0
AFG,GAB,0
AFG,GBR,0.0302351338751372
AFG,GEO,8.53046491384404
AFG,GGY,0
AFG,GHA,0
AFG,GIN,0
AFG,GMB,5.8605945686218
AFG,GNB,0
AFG,GNQ,0
AFG,GRC,24.6795167134299
AFG,GRD,0
AFG,GRL,4.74272504303481
AFG,GTM,0.109711211542381
AFG,GUM,0
AFG,GUY,0
AFG,HKG,0
AFG,HMD,4.7039804617137
AFG,HND,0
AFG,HRV,5.23911186248555
AFG,HTI,2.25898785458791
AFG,HUN,0.47449960371391
AFG,IDN,0.303569764831286
AFG,IMN,0
AFG,IND,16.2637367660935
AFG,IOT,0
AFG,IRL,0
AFG,IRN,70.4031038886703
AFG,IRQ,39.152915525279
AFG,ISL,5.02054766876651
AFG,ISR,38.8297685171068
AFG,ITA,14.3178334962873
AFG,JAM,0
AFG,JEY,0
AFG,JOR,41.4064848406426
AFG,JPN,0.482354278112712
AFG,KAZ,26.024863715476
AFG,KEN,33.2293819917308
AFG,KGZ,41.9427784425706
AFG,KHM,0
AFG,KIR,5.85444454392558
AFG,KNA,0
AFG,KOR,0.47449960371391
AFG,KWT,27.3026840798358
AFG,LAO,0.160051151060678
AFG,LBN,10.2871513988542
AFG,LBR,0
AFG,LBY,29.5202687790243
AFG,LCA,0
AFG,LIE,0.0704073836775659
AFG,LKA,0
AFG,LSO,2.26975680291626
AFG,LTU,0.0625527092787632
AFG,LUX,0
AFG,LVA,0.0625527092787632
AFG,MAC,0
AFG,MAF,0
AFG,MAR,46.7774727031217
AFG,MCO,4.76461225877164
AFG,MDA,4.75949015704949
AFG,MDG,6.31548903608826
AFG,MEX,40.1995221518035
AFG,MKD,27.8372928224615
AFG,MLI,33.1632786484576
AFG,MLT,4.76461225877164
AFG,MMR,1.21795766508324
AFG,MNE,5.24696653688436
AFG,MNG,26.5446946903485
AFG,MNP,0
AFG,MOZ,5.8605945686218
AFG,MRT,28.0370597048765
AFG,MSR,0
AFG,MUS,0
AFG,MWI,1.31408207567163
AFG,MYS,0
AFG,NAM,34.287090160044
AFG,NCL,0.411946894435146
AFG,NER,33.1632786484576
AFG,NFK,0.411946894435146
AFG,NGA,8.85043791836068
AFG,NIC,0
AFG,NIU,0
AFG,NLD,0.383065003294946
AFG,NPL,5.05250470878757
AFG,NRU,0
AFG,NZL,5.221378462811
AFG,OMN,27.3397684530699
AFG,PAK,44.4533146549264
AFG,PAN,0
AFG,PCN,0
AFG,PER,17.392642941245
AFG,PHL,0
AFG,PLW,0
AFG,PNG,0.238362486540441
AFG,POL,0.0704073836775659
AFG,PRI,0
AFG,PRK,0.0625527092787632
AFG,PRT,4.80245847534511
AFG,PRY,6.27254146305694
AFG,PSE,10.6252068273934
AFG,PYF,0
AFG,QAT,27.3026840798358
AFG,ROU,10.4404860973692
AFG,RUS,11.6121821978548
AFG,RWA,0
AFG,SAU,27.4804253750445
AFG,SDN,33.1675680746401
AFG,SEN,27.9240393606549
AFG,SGP,0
AFG,SGS,4.7039804617137
AFG,SHN,27.3026840798358
AFG,SLB,0
AFG,SLE,0
AFG,SLV,0
AFG,SMR,0.411946894435146
AFG,SOM,33.1632786484576
AFG,SPM,0.00785467439880275
AFG,SRB,0.47449960371391
AFG,SSD,4.08447070587797
AFG,STP,0
AFG,SUR,0
AFG,SVK,0.651148029876229
AFG,SVN,0.482354278112712
AFG,SWE,1.9425246354969
AFG,SWZ,5.8605945686218
AFG,SXM,0
AFG,SYC,0
AFG,SYR,45.7635163951023
AFG,TCA,0
AFG,TCD,33.771762000089
AFG,TGO,0
AFG,THA,0
AFG,TJK,55.4960617021321
AFG,TKM,34.0426835640985
AFG,TLS,0
AFG,TON,0
AFG,TTO,0
AFG,TUN,47.3366930286959
AFG,TUR,54.6000114712011
AFG,TWN,0.411946894435146
AFG,TZA,5.93848550479088
AFG,UGA,0.655458498120659
AFG,UKR,13.5806485776413
AFG,URY,0.411946894435146
AFG,USA,33.6551273457201
AFG,UZB,27.018668899707
AFG,VAT,4.76461225877164
AFG,VCT,0
AFG,VEN,3.17838407680672
AFG,VGB,0
AFG,VIR,0
AFG,VNM,0.112581597819922
AFG,VUT,0
AFG,WLF,0
AFG,WSM,0
AFG,YEM,30.4563344208567
AFG,ZAF,49.9428379470191
AFG,ZMB,5.8605945686218
AFG,ZWE,7.88754567001772
AGO,AIA,52.1307823908688
AGO,ALA,0
AGO,ALB,0.656550955785826
AGO,AND,0
AGO,ARE,3.71004488302257
AGO,ARG,21.7547317193813
AGO,ARM,0
AGO,ASM,0
AGO,ATA,0
AGO,ATF,0
AGO,ATG,52.1307823908688
AGO,AUS,32.1970907122659
AGO,AUT,0
AGO,AZE,0.00965516111449744
AGO,BDI,57.6631897094758
AGO,BEL,0
AGO,BEN,56.2465767945886
AGO,BFA,65.247094392135
AGO,BGD,39.9428252617892
AGO,BGR,0.00965516111449744
AGO,BHR,3.71004488302257
AGO,BHS,54.1579366689784
AGO,BIH,0.00965516111449744
AGO,BLM,52.1307823908688
AGO,BLR,0
AGO,BLZ,19.1618227563017
AGO,BMU,0
AGO,BOL,54.7118999415206
AGO,BRA,54.9765791214804
AGO,BRB,10.7825327357779
AGO,BRN,0
AGO,BTN,25.7334476599345
AGO,BWA,21.3235668358217
AGO,CAF,53.961453212613
AGO,CAN,0.0737563319139268
AGO,CHE,0
AGO,CHL,3.55433159914626
AGO,CHN,11.1363382755354
AGO,CIV,52.1307823908688
AGO,CMR,58.1000517316789
AGO,COD,54.4871186170378
AGO,COG,52.1307823908688
AGO,COK,0
AGO,COL,9.797767665039
AGO,COM,0
AGO,CPV,4.78530138474164
AGO,CRI,20.2233646317777
AGO,CUB,52.1802216834519
AGO,CUW,56.5229385966432
AGO,CYM,52.1307823908688
AGO,CYP,10.0539873360131
AGO,CZE,0
AGO,DEU,0
AGO,DJI,3.71004488302257
AGO,DMA,0
AGO,DNK,0
AGO,DOM,39.3979672369505
AGO,DZA,4.10411570042331
AGO,ECU,28.9671020419863
AGO,EGY,3.71333037712346
AGO,ERI,21.8843729590562
AGO,ESH,3.71004488302257
AGO,ESP,2.97615585012984
AGO,EST,0
AGO,ETH,58.1168034562744
AGO,FIN,0
AGO,FJI,0
AGO,FLK,0
AGO,FRO,0
AGO,FSM,0
AGO,GAB,52.1307823908688
AGO,GBR,0
AGO,GEO,0
AGO,GGY,0
AGO,GHA,52.1307823908688
AGO,GIN,52.1307823908688
AGO,GMB,45.9732167871198
AGO,GNB,52.1307823908688
AGO,GNQ,6.87432713682616
AGO,GRC,0.656550955785826
AGO,GRD,0
AGO,GRL,0
AGO,GTM,24.8906670203256
AGO,GUM,0
AGO,GUY,3.55438559777827
AGO,HKG,21.003588293588
AGO,HMD,0
AGO,HND,55.667844636171
AGO,HRV,0.00965516111449744
AGO,HTI,54.8265683190541
AGO,HUN,0
AGO,IDN,4.21714987478502
AGO,IMN,0
AGO,IND,75.4473933415854
AGO,IOT,0
AGO,IRL,0
AGO,IRN,12.2362587993289
AGO,IRQ,13.6440089549729
AGO,ISL,0
AGO,ISR,21.5742611016561
AGO,ITA,0.656550955785826
AGO,JAM,24.8399164575737
AGO,JEY,0
AGO,JOR,10.3587262168723
AGO,JPN,0
AGO,KAZ,0.00965516111449744
AGO,KEN,36.6774837619831
AGO,KGZ,0
AGO,KHM,52.1307823908688
AGO,KIR,57.9852269347944
AGO,KNA,33.7502220757589
AGO,KOR,14.1404813022971
AGO,KWT,3.71004488302257
AGO,LAO,60.2820424370797
AGO,LBN,0.656550955785826
AGO,LBR,7.92694139572982
AGO,LBY,5.34359309130778
AGO,LCA,0
AGO,LIE,0
AGO,LKA,52.1307823908688
AGO,LSO,4.88551152393571
AGO,LTU,0
AGO,LUX,0
AGO,LVA,0
AGO,MAC,21.003588293588
AGO,MAF,52.1307823908688
AGO,MAR,13.6389713928768
AGO,MCO,0.00965516111449744
AGO,MDA,0
AGO,MDG,72.9632525768467
AGO,MEX,53.5408579098754
AGO,MKD,0.656550955785826
AGO,MLI,32.8256005339658
AGO,MLT,0.00965516111449744
AGO,MMR,57.4146474090126
AGO,MNE,0.00965516111449744
AGO,MNG,0
AGO,MNP,0
AGO,MOZ,79.1079331350416
AGO,MRT,4.44442050806328
AGO,MSR,23.9344203331372
AGO,MUS,0
AGO,MWI,77.1156462913047
AGO,MYS,0
AGO,NAM,21.3235668358217
AGO,NCL,28.148213204024
AGO,NER,10.3273753553453
AGO,NFK,0
AGO,NGA,72.7238024691426
AGO,NIC,36.6687815089495
AGO,NIU,0
AGO,NLD,0.434161855481446
AGO,NPL,25.8890998175237
AGO,NRU,0
AGO,NZL,0
AGO,OMN,3.71004488302257
AGO,PAK,15.1673961003607
AGO,PAN,11.9266825666641
AGO,PCN,0
AGO,PER,12.5909262087428
AGO,PHL,5.87758016431953
AGO,PLW,0
AGO,PNG,0.329823155390666
AGO,POL,0
AGO,PRI,17.274932313293
AGO,PRK,0
AGO,PRT,0.656550955785826
AGO,PRY,53.9461514777293
AGO,PSE,17.6231771139136
AGO,PYF,0
AGO,QAT,3.71004488302257
AGO,ROU,0
AGO,RUS,0
AGO,RWA,53.8298253674423
AGO,SAU,3.71004488302257
AGO,SDN,27.3557351131552
AGO,SEN,46.1222552622019
AGO,SGP,0
AGO,SGS,0
AGO,SHN,3.71004488302257
AGO,SLB,0
AGO,SLE,22.1837940928429
AGO,SLV,53.321309208928
AGO,SMR,0
AGO,SOM,22.7568607016359
AGO,SPM,0
AGO,SRB,0
AGO,SSD,56.3024998439725
AGO,STP,40.6188180074908
AGO,SUR,0
AGO,SVK,0
AGO,SVN,0
AGO,SWE,0
AGO,SWZ,43.5026217703228
AGO,SXM,52.1307823908688
AGO,SYC,0
AGO,SYR,21.5110036037538
AGO,TCA,52.1307823908688
AGO,TCD,35.8125118230676
AGO,TGO,52.1307823908688
AGO,THA,54.1435862943609
AGO,TJK,3.48789629494416
AGO,TKM,7.82519694321698
AGO,TLS,56.2145842296885
AGO,TON,0
AGO,TTO,0.877587721215882
AGO,TUN,10.6251746689484
AGO,TUR,1.05742690294593
AGO,TWN,29.0422939976245
AGO,TZA,75.1893729694246
AGO,UGA,53.2712924362814
AGO,UKR,0
AGO,URY,0
AGO,USA,5.0054733684553
AGO,UZB,1.0126755344494
AGO,VAT,0.00965516111449744
AGO,VCT,0
AGO,VEN,51.2312062148093
AGO,VGB,52.1307823908688
AGO,VIR,52.1307823908688
AGO,VNM,51.76915197121
AGO,VUT,0
AGO,WLF,0
AGO,WSM,0
AGO,YEM,5.01921507554778
AGO,ZAF,29.4612711210314
AGO,ZMB,65.8403454544309
AGO,ZWE,46.4197734458939
AIA,ALA,0
AIA,ALB,0
AIA,AND,0
AIA,ARE,0
AIA,ARG,1.20091350910113e-05
AIA,ARM,0
AIA,ASM,0
AIA,ATA,0
AIA,ATF,0
AIA,ATG,100
AIA,AUS,9.56880417875259
AIA,AUT,0
AIA,AZE,0
AIA,BDI,83.7769946556717
AIA,BEL,0
AIA,BEN,95.8842055962802
AIA,BFA,44.329579172454
AIA,BGD,18.9392369682012
AIA,BGR,0
AIA,BHR,0
AIA,BHS,87.624398359395
AIA,BIH,0
AIA,BLM,100
AIA,BLR,0
AIA,BLZ,19.1618227563017
AIA,BMU,0
AIA,BOL,42.8829783211113
AIA,BRA,46.7127258731438
AIA,BRB,10.7825327357779
AIA,BRN,0
AIA,BTN,0
AIA,BWA,0
AIA,CAF,97.4409812795502
AIA,CAN,0
AIA,CHE,0
AIA,CHL,0
AIA,CHN,0.125428129039554
AIA,CIV,95.6478064701247
AIA,CMR,71.9924032300784
AIA,COD,55.8696025617029
AIA,COG,58.5608299490916
AIA,COK,0
AIA,COL,7.87073054662284
AIA,COM,0
AIA,CPV,0
AIA,CRI,17.6207792671743
AIA,CUB,81.8448028087735
AIA,CUW,95.6078437942256
AIA,CYM,100
AIA,CYP,0
AIA,CZE,0
AIA,DEU,0
AIA,DJI,0
AIA,DMA,0
AIA,DNK,0
AIA,DOM,34.3694719428177
AIA,DZA,0
AIA,ECU,21.2775754520481
AIA,EGY,0
AIA,ERI,0.560806123234529
AIA,ESH,0
AIA,ESP,0
AIA,EST,0
AIA,ETH,30.9274957725202
AIA,FIN,0
AIA,FJI,0
AIA,FLK,0
AIA,FRO,0
AIA,FSM,0
AIA,GAB,87.6707105415296
AIA,GBR,0
AIA,GEO,0
AIA,GGY,0
AIA,GHA,96.3837629932734
AIA,GIN,86.8330472035104
AIA,GMB,28.3596948343207
AIA,GNB,97.8608036291825
AIA,GNQ,6.87432713682616
AIA,GRC,0
AIA,GRD,0
AIA,GRL,0
AIA,GTM,20.0051554963899
AIA,GUM,0
AIA,GUY,3.55438559777827
AIA,HKG,0
AIA,HMD,0
AIA,HND,50.135437317564
AIA,HRV,0
AIA,HTI,60.91824509146
AIA,HUN,0
AIA,IDN,4.08516302051055
AIA,IMN,0
AIA,IND,31.1032467503644
AIA,IOT,0
AIA,IRL,0
AIA,IRN,0
AIA,IRQ,0
AIA,ISL,0
AIA,ISR,0
AIA,ITA,0
AIA,JAM,24.8399164575737
AIA,JEY,0
AIA,JOR,0
AIA,JPN,0
AIA,KAZ,0
AIA,KEN,13.907279198444
AIA,KGZ,0
AIA,KHM,81.7940072834691
AIA,KIR,84.4754065976342
AIA,KNA,33.7502220757589
AIA,KOR,0
AIA,KWT,0
AIA,LAO,36.775619151761
AIA,LBN,0
AIA,LBR,7.92694139572982
AIA,LBY,0
AIA,LCA,0
AIA,LIE,0
AIA,LKA,53.1484471791621
AIA,LSO,0
AIA,LTU,0
AIA,LUX,0
AIA,LVA,0
AIA,MAC,0
AIA,MAF,100
AIA,MAR,0
AIA,MCO,0
AIA,MDA,0
AIA,MDG,43.583128173945
AIA,MEX,20.3775099854989
AIA,MKD,0
AIA,MLI,11.9173602941312
AIA,MLT,0
AIA,MMR,30.5706115931119
AIA,MNE,0
AIA,MNG,0
AIA,MNP,0
AIA,MOZ,69.3940128615713
AIA,MRT,0
AIA,MSR,23.9344203331372
AIA,MUS,0
AIA,MWI,49.9124643981093
AIA,MYS,0
AIA,NAM,0
AIA,NCL,28.148213204024
AIA,NER,2.02453476111698e-05
AIA,NFK,0
AIA,NGA,70.2859507866726
AIA,NIC,36.6687815089495
AIA,NIU,0
AIA,NLD,0.0510968521865001
AIA,NPL,0
AIA,NRU,0
AIA,NZL,0
AIA,OMN,0
AIA,PAK,0
AIA,PAN,11.431911738329
AIA,PCN,0
AIA,PER,3.00519713264117
AIA,PHL,4.54255209284033
AIA,PLW,0
AIA,PNG,0.329823155390666
AIA,POL,0
AIA,PRI,17.274932313293
AIA,PRK,0
AIA,PRT,0
AIA,PRY,35.8452751170737
AIA,PSE,0
AIA,PYF,0
AIA,QAT,0
AIA,ROU,0
AIA,RUS,0
AIA,RWA,70.6200874380873
AIA,SAU,0
AIA,SDN,5.98758792910214
AIA,SEN,24.7986884263802
AIA,SGP,0
AIA,SGS,0
AIA,SHN,0
AIA,SLB,0
AIA,SLE,22.1837940928429
AIA,SLV,98.8094731819408
AIA,SMR,0
AIA,SOM,1.43329386581418
AIA,SPM,0
AIA,SRB,0
AIA,SSD,95.8282825468963
AIA,STP,40.6188180074908
AIA,SUR,0
AIA,SVK,0
AIA,SVN,0
AIA,SWE,0
AIA,SWZ,0
AIA,SXM,100
AIA,SYC,0
AIA,SYR,0
AIA,TCA,100
AIA,TCD,15.6650273411303
AIA,TGO,100
AIA,THA,80.6706388465273
AIA,TJK,0
AIA,TKM,0
AIA,TLS,93.4659170578884
AIA,TON,0
AIA,TTO,0.877587721215882
AIA,TUN,0
AIA,TUR,0
AIA,TWN,3.15319418010074
AIA,TZA,72.1557073204373
AIA,UGA,78.7328842317848
AIA,UKR,0
AIA,URY,0
AIA,USA,0.088730337608345
AIA,UZB,0
AIA,VAT,0
AIA,VCT,0
AIA,VEN,47.99751313934
AIA,VGB,53.8905793402026
AIA,VIR,98.2072257341153
AIA,VNM,27.9104407357694
AIA,VUT,0
AIA,WLF,0
AIA,WSM,0
AIA,YEM,0
AIA,ZAF,0.466820426204615
AIA,ZMB,37.2864855778135
AIA,ZWE,0.89020057417515
ALA,ALB,20.451594818277
ALA,AND,20.6192208067879
ALA,ARE,0
ALA,ARG,0
ALA,ARM,64.2214097112962
ALA,ASM,0
ALA,ATA,0
ALA,ATF,0
ALA,ATG,0
ALA,AUS,0.00431247682897813
ALA,AUT,64.6147193518118
ALA,AZE,16.7736359880904
ALA,BDI,0
ALA,BEL,0
ALA,BEN,0
ALA,BFA,0
ALA,BGD,0
ALA,BGR,27.0509639019149
ALA,BHR,0
ALA,BHS,0
ALA,BIH,43.612761220109
ALA,BLM,0
ALA,BLR,100
ALA,BLZ,0
ALA,BMU,0
ALA,BOL,0
ALA,BRA,0
ALA,BRB,0
ALA,BRN,0
ALA,BTN,0
ALA,BWA,0
ALA,CAF,0
ALA,CAN,19.6062651163241
ALA,CHE,22.7994416278756
ALA,CHL,0
ALA,CHN,0.0552122732765264
ALA,CIV,0
ALA,CMR,0
ALA,COD,0
ALA,COG,0
ALA,COK,0
ALA,COL,0
ALA,COM,0
ALA,CPV,0
ALA,CRI,0
ALA,CUB,0
ALA,CUW,0
ALA,CYM,0
ALA,CYP,0
ALA,CZE,96.9794617774911
ALA,DEU,19.3718003029494
ALA,DJI,0
ALA,DMA,0
ALA,DNK,0
ALA,DOM,0
ALA,DZA,0
ALA,ECU,0
ALA,EGY,0
ALA,ERI,0
ALA,ESH,0
ALA,ESP,0.276960080534312
ALA,EST,100
ALA,ETH,0
ALA,FIN,24.3821059945915
ALA,FJI,0
ALA,FLK,0
ALA,FRO,0
ALA,FSM,0
ALA,GAB,0
ALA,GBR,0
ALA,GEO,47.3213003252209
ALA,GGY,0
ALA,GHA,0
ALA,GIN,0
ALA,GMB,0
ALA,GNB,0
ALA,GNQ,0
ALA,GRC,3.72621354507329
ALA,GRD,0
ALA,GRL,0
ALA,GTM,0
ALA,GUM,0
ALA,GUY,0
ALA,HKG,0
ALA,HMD,0
ALA,HND,0
ALA,HRV,8.62182387440927
ALA,HTI,0
ALA,HUN,19.3527096556464
ALA,IDN,0
ALA,IMN,0
ALA,IND,0.443878195765887
ALA,IOT,0
ALA,IRL,0
ALA,IRN,0.441104993719872
ALA,IRQ,0
ALA,ISL,0
ALA,ISR,0
ALA,ITA,7.50933604072722
ALA,JAM,0
ALA,JEY,0
ALA,JOR,0
ALA,JPN,32.2994069333033
ALA,KAZ,9.1104974142904
ALA,KEN,0
ALA,KGZ,5.96837276520035
ALA,KHM,0
ALA,KIR,0
ALA,KNA,0
ALA,KOR,2.04975579254337
ALA,KWT,0
ALA,LAO,0
ALA,LBN,0
ALA,LBR,0
ALA,LBY,0
ALA,LCA,0
ALA,LIE,0.0927762006844722
ALA,LKA,0
ALA,LSO,0
ALA,LTU,100
ALA,LUX,0
ALA,LVA,100
ALA,MAC,0
ALA,MAF,0
ALA,MAR,0
ALA,MCO,0
ALA,MDA,30.4882162084111
ALA,MDG,0
ALA,MEX,0
ALA,MKD,41.5879949511282
ALA,MLI,0
ALA,MLT,0
ALA,MMR,0
ALA,MNE,60.4144816255198
ALA,MNG,0
ALA,MNP,0
ALA,MOZ,0
ALA,MRT,0
ALA,MSR,0
ALA,MUS,0
ALA,MWI,0
ALA,MYS,0
ALA,NAM,0
ALA,NCL,0
ALA,NER,0
ALA,NFK,0
ALA,NGA,0
ALA,NIC,0
ALA,NIU,0
ALA,NLD,0
ALA,NPL,0
ALA,NRU,0
ALA,NZL,0
ALA,OMN,0
ALA,PAK,1.20633543264225
ALA,PAN,0
ALA,PCN,0
ALA,PER,0
ALA,PHL,0
ALA,PLW,0
ALA,PNG,0
ALA,POL,89.6826204241557
ALA,PRI,0
ALA,PRK,0.413947672012751
ALA,PRT,0
ALA,PRY,0
ALA,PSE,0
ALA,PYF,0
ALA,QAT,0
ALA,ROU,51.54905165434
ALA,RUS,15.3015641834204
ALA,RWA,0
ALA,SAU,0
ALA,SDN,0
ALA,SEN,0
ALA,SGP,0
ALA,SGS,0
ALA,SHN,0
ALA,SLB,0
ALA,SLE,0
ALA,SLV,0
ALA,SMR,0
ALA,SOM,0
ALA,SPM,0
ALA,SRB,32.0506144560941
ALA,SSD,0
ALA,STP,0
ALA,SUR,0
